iteration,env_steps,ep_return,ep_length,success_rate,success_rate_rolling,entropy,policy_loss,value_loss,approx_kl,sps,tx_per_agent_step,messages_per_agent_step,timeout_rate_rolling,human_death_rate,false_complete_rate,cover_under_threat,objective_dist_under_threat,comp_time,comp_compliance,comp_report,comp_command,comp_combat,comp_terminal
354,362496,-4.36082,375.0,0.0,0.25,1.496167,-0.002201,0.33828,0.00491,915,0.20271,0.20354,0.75,0.0,0.0,,,-0.01,0.00947,-0.00133,-0.00405,0.00075,0.0
355,363520,5.38139,369.75,0.25,0.25,1.436923,-0.000454,1.593831,0.004324,953,0.1625,0.16411,0.75,0.0,0.0,,,-0.01,0.00839,-0.00085,-0.00956,-0.00031,0.03584
356,364544,33.58859,313.33333,0.66667,0.26,1.430554,0.002862,10.414313,0.008029,959,0.14132,0.14146,0.74,0.33333,0.0,,,-0.01,0.01028,-0.00073,-0.00645,0.0004,0.11256
357,365568,43.9155,290.0,0.75,0.27,1.370327,0.045527,12.562699,0.00556,999,0.12654,0.13565,0.73,0.0,0.0,,,-0.01,0.00978,-0.00058,-0.01469,-0.00099,0.18818
358,366592,49.28195,241.0,1.0,0.28,1.349001,-0.043256,15.025949,0.006478,1044,0.13203,0.13873,0.72,0.0,0.0,,,-0.01,0.01104,-0.00032,-0.01055,0.00083,0.27494
359,367616,47.10661,240.5,1.0,0.28,1.380246,-0.000369,13.961784,0.00304,997,0.14077,0.14859,0.72,0.5,1.0,,,-0.01,0.0093,-0.00113,-0.01636,-0.00221,0.20902
360,368640,47.14507,229.5,1.0,0.28,1.348008,0.007889,14.404665,0.008557,1086,0.14555,0.15513,0.72,0.0,0.0,,,-0.01,0.01135,-0.00056,-0.01361,-0.00052,0.33468
361,369664,58.80807,189.33333,1.0,0.28,1.442649,-0.03807,7.562134,0.009241,1036,0.15577,0.16463,0.72,0.0,0.0,,,-0.01,0.00847,-0.00062,-0.02049,0.0002,0.18808
362,370688,55.22429,204.16667,1.0,0.31,1.398801,-0.000158,22.130086,0.004294,980,0.1845,0.19335,0.69,0.33333,0.63636,,,-0.01,0.00921,-0.00111,-0.01775,0.00012,0.37407
363,371712,44.03612,237.8,0.8,0.35,1.413912,0.053532,10.413577,0.003731,1042,0.19175,0.19902,0.65,0.4,0.75,,,-0.01,0.00939,-0.00137,-0.01664,0.00085,0.26642
364,372736,50.57099,195.33333,1.0,0.38,1.407984,-0.062059,5.57176,0.002088,960,0.18916,0.19101,0.62,0.0,1.0,,,-0.01,0.0061,-0.00148,-0.02023,0.0004,0.16413
365,373760,51.01135,201.57143,1.0,0.45,1.347386,4.2e-05,13.656577,0.001054,975,0.21195,0.21839,0.55,0.14286,0.57143,,,-0.01,0.00992,-0.00129,-0.02003,0.00047,0.40572
366,374784,53.40443,192.6,1.0,0.5,1.501218,-0.063155,9.451747,0.002769,938,0.2568,0.26673,0.5,0.2,0.6,,,-0.01,0.00958,-0.00163,-0.0228,0.00124,0.2933
367,375808,59.43094,190.5,1.0,0.54,1.393576,-0.02945,6.379165,0.001505,955,0.22723,0.23262,0.46,0.25,0.75,,,-0.01,0.00565,-0.00176,-0.02226,0.00043,0.25076
368,376832,52.90104,211.4,1.0,0.59,1.413691,0.00119,15.967375,0.002945,982,0.26919,0.27706,0.41,0.4,0.77778,,,-0.01,0.00991,-0.00246,-0.01413,-0.00177,0.3048
369,377856,32.44656,239.0,1.0,0.62,1.451399,1e-06,6.228612,0.001965,987,0.25247,0.25468,0.38,0.33333,0.71429,,,-0.01,0.00585,-0.00162,-0.02107,0.00041,0.11706
370,378880,46.09642,250.0,1.0,0.66,1.441982,-0.035854,14.598189,0.005914,1003,0.29086,0.29194,0.34,0.25,0.75,,,-0.01,0.00703,-0.00305,-0.01734,-0.00222,0.22301
371,379904,42.68405,251.6,1.0,0.71,1.42041,-0.028965,6.192315,0.002605,937,0.25205,0.25248,0.29,0.2,0.85714,,,-0.01,0.00677,-0.00194,-0.02026,-0.00042,0.24523
372,380928,40.54008,272.5,1.0,0.73,1.507437,-0.077888,9.156853,0.004907,961,0.36031,0.35856,0.27,0.0,0.85714,,,-0.01,0.00814,-0.00333,-0.0194,0.00044,0.09427
373,381952,43.70696,282.83333,1.0,0.79,1.438547,0.011825,7.518395,0.003041,970,0.32977,0.32698,0.21,0.16667,0.81818,,,-0.01,0.00556,-0.00292,-0.01787,-0.00021,0.31202
374,382976,36.63547,313.0,1.0,0.81,1.530435,0.001359,6.691249,0.003162,931,0.34449,0.34564,0.19,0.5,1.0,,,-0.01,0.0075,-0.00301,-0.01823,-0.00087,0.09117
375,384000,32.71831,338.5,1.0,0.82,1.504933,-0.040279,16.187262,0.007207,1030,0.36717,0.36082,0.18,0.0,0.77778,,,-0.01,0.00626,-0.00369,-0.00974,-0.00303,0.08519
376,385024,21.98541,363.75,0.5,0.84,1.482257,-0.000796,2.393613,0.001121,962,0.33916,0.33468,0.16,0.0,0.91667,,,-0.01,0.0061,-0.0029,-0.01379,0.00079,0.11529
377,386048,21.55965,375.0,0.5,0.85,1.533622,0.000598,4.692155,0.004113,999,0.36113,0.36202,0.15,0.0,1.0,,,-0.01,0.00705,-0.00322,-0.01522,-0.00277,0.06307
378,387072,-7.18025,375.0,0.0,0.85,1.576925,-0.041558,1.742678,0.002239,971,0.3868,0.38162,0.15,0.0,1.0,,,-0.01,0.00703,-0.00353,-0.0105,9e-05,0.0
379,388096,-7.59131,375.0,0.0,0.85,1.531761,0.003122,3.992649,0.00465,957,0.35114,0.35355,0.15,0.33333,1.0,,,-0.01,0.00621,-0.00308,-0.0161,-0.0017,0.0
380,389120,-7.27405,375.0,0.0,0.85,1.590558,-0.000988,0.683125,0.002681,913,0.42536,0.41978,0.15,0.0,0.0,,,-0.01,0.00859,-0.00357,-0.00991,0.0,0.0
381,390144,-6.73308,375.0,0.0,0.83,1.598543,-0.026826,1.646074,0.006468,915,0.42176,0.42487,0.17,0.0,0.0,,,-0.01,0.00715,-0.00353,-0.01451,-0.00119,0.0
382,391168,-7.56726,375.0,0.0,0.81,1.595115,-0.007857,1.468197,0.00968,995,0.3816,0.38357,0.19,0.33333,0.0,,,-0.01,0.00618,-0.00307,-0.01862,-0.0006,0.0
383,392192,-8.55369,375.0,0.0,0.79,1.603166,-0.001008,0.419793,0.002539,928,0.49442,0.49177,0.21,0.0,0.0,,,-0.01,0.011,-0.00437,-0.00924,0.0,0.0
384,393216,-5.41297,375.0,0.0,0.77,1.58112,-0.000706,0.313296,0.001906,930,0.48884,0.48158,0.23,0.0,1.0,,,-0.01,0.01439,-0.00441,-0.00803,0.0,0.0
385,394240,-3.4506,375.0,0.0,0.74,1.652546,-0.003393,0.234171,0.004747,939,0.4481,0.44741,0.26,0.0,0.0,,,-0.01,0.01192,-0.00399,-0.01444,0.0,0.0
386,395264,-4.74089,375.0,0.0,0.72,1.658434,6.4e-05,0.214469,0.006253,959,0.46373,0.45494,0.28,0.0,0.0,,,-0.01,0.01203,-0.00413,-0.00832,0.0,0.0
387,396288,-5.09369,375.0,0.0,0.69,1.6071,-0.002512,0.161079,0.005466,945,0.45857,0.45396,0.31,0.0,0.0,,,-0.01,0.0133,-0.00396,-0.00752,0.0,0.0
388,397312,-5.30806,375.0,0.0,0.66,1.620908,-0.000243,0.154566,0.003209,948,0.42076,0.42201,0.34,0.0,1.0,,,-0.01,0.01017,-0.00365,-0.01226,0.0,0.0
389,398336,-3.34334,375.0,0.0,0.64,1.547056,-0.001727,0.13836,0.004501,936,0.4495,0.44894,0.36,0.0,0.0,,,-0.01,0.01475,-0.00389,-0.00769,0.0,0.0
390,399360,-3.77253,375.0,0.0,0.6,1.507393,-0.002053,0.15148,0.00328,948,0.43736,0.43429,0.4,0.0,0.0,,,-0.01,0.01662,-0.00362,-0.00926,0.0,0.0
391,400384,-2.35243,375.0,0.0,0.58,1.5802,-0.001052,0.136285,0.004641,948,0.40137,0.39621,0.42,0.0,0.0,,,-0.01,0.00836,-0.00337,-0.01065,0.0,0.0
392,401408,-4.77308,375.0,0.0,0.56,1.646163,-0.000558,0.130728,0.006656,955,0.40262,0.39872,0.44,0.0,0.0,,,-0.01,0.01455,-0.00344,-0.00812,0.0,0.0
393,402432,-4.53344,375.0,0.0,0.53,1.582862,-0.001474,0.148926,0.004247,940,0.35142,0.34849,0.47,0.0,0.0,,,-0.01,0.01107,-0.0028,-0.00912,0.0,0.0
394,403456,-2.2814,375.0,0.0,0.51,1.649629,-0.000665,0.133637,0.002417,935,0.3817,0.37723,0.49,0.0,0.0,,,-0.01,0.00772,-0.00325,-0.00962,0.0,0.0
395,404480,-7.06675,375.0,0.0,0.49,1.650223,-0.000713,0.120903,0.004243,966,0.38672,0.38323,0.51,0.0,0.0,,,-0.01,0.0114,-0.0033,-0.00641,0.0,0.0
396,405504,-3.68006,375.0,0.0,0.45,1.599088,-0.002058,0.122505,0.004592,940,0.34919,0.33873,0.55,0.0,0.0,,,-0.01,0.01174,-0.00295,-0.00854,0.0,0.0
397,406528,-3.29643,375.0,0.0,0.43,1.694937,-2.7e-05,0.151306,0.004406,967,0.38379,0.37793,0.57,0.0,0.0,,,-0.01,0.00837,-0.0035,-0.01386,0.0,0.0
398,407552,-6.15432,375.0,0.0,0.41,1.63264,-0.0033,0.10817,0.006239,941,0.37626,0.36649,0.59,0.0,0.0,,,-0.01,0.01134,-0.00341,-0.00714,0.0,0.0
399,408576,-4.65149,375.0,0.0,0.37,1.577948,-0.001436,0.088285,0.002104,938,0.30552,0.29632,0.63,0.0,1.0,,,-0.01,0.01037,-0.00233,-0.0056,0.0,0.0
400,409600,-4.34278,375.0,0.0,0.35,1.698267,-0.002289,0.09091,0.006082,948,0.28223,0.27023,0.65,0.0,0.0,,,-0.01,0.00901,-0.00217,-0.00712,0.0,0.0
401,410624,-2.5568,375.0,0.0,0.32,1.650091,-0.002684,0.080917,0.003938,944,0.32492,0.31124,0.68,0.0,0.0,,,-0.01,0.00992,-0.00259,-0.00446,0.0,0.0
402,411648,-3.69637,375.0,0.0,0.28,1.601137,-0.000679,0.079234,0.003634,950,0.28697,0.2832,0.72,0.0,0.0,,,-0.01,0.00821,-0.00232,-0.00583,0.0,0.0
403,412672,-1.28582,375.0,0.0,0.27,1.600524,-0.002128,0.069168,0.00531,956,0.34738,0.33859,0.73,0.0,0.0,,,-0.01,0.00525,-0.0028,-0.00399,0.0,0.0
404,413696,-5.8269,375.0,0.0,0.24,1.455931,-0.000543,0.07666,0.002108,974,0.29967,0.29032,0.76,0.0,0.0,,,-0.01,0.00681,-0.00223,-0.00331,0.0,0.0
405,414720,-2.86949,375.0,0.0,0.2,1.429057,-0.00305,0.092225,0.004458,975,0.27818,0.27748,0.8,0.0,0.0,,,-0.01,0.00932,-0.00219,-0.00819,0.0,0.0
406,415744,-1.61487,375.0,0.0,0.19,1.420868,-0.003636,0.075053,0.005711,993,0.2906,0.28362,0.81,0.0,0.0,,,-0.01,0.01437,-0.00247,-0.00257,0.0,0.0
407,416768,-2.62045,375.0,0.0,0.16,1.39357,-0.000771,0.080189,0.004361,984,0.2892,0.28153,0.84,0.0,1.0,,,-0.01,0.0183,-0.00225,-0.00137,0.0,0.0
408,417792,0.76229,375.0,0.0,0.11,1.390585,-0.0027,0.078543,0.004433,964,0.29688,0.28795,0.89,0.0,0.0,,,-0.01,0.01114,-0.00232,-0.00549,0.0,0.0
409,418816,nan,nan,0.0,0.11,1.407204,-0.002169,0.070498,0.004159,1005,0.31515,0.30106,0.89,0.0,0.0,,,-0.01,0.00732,-0.00241,-0.0031,0.0,0.0
410,419840,-4.41418,375.0,0.0,0.07,1.307394,-0.00306,0.079298,0.006296,956,0.29422,0.28446,0.93,0.0,0.0,,,-0.01,0.0097,-0.00235,-0.00322,0.0,0.0
411,420864,-0.95121,375.0,0.0,0.03,1.279369,-0.002816,0.080099,0.003798,975,0.25893,0.24916,0.97,0.0,0.0,,,-0.01,0.0086,-0.0018,-0.00364,0.0,0.0
412,421888,-2.65964,375.0,0.0,0.03,1.216832,-0.00236,0.062232,0.005028,984,0.25321,0.24177,0.97,0.0,0.0,,,-0.01,0.00815,-0.00192,0.00014,0.0,0.0
413,422912,-3.75118,375.0,0.0,0.01,1.148076,-0.001829,0.087511,0.002636,984,0.25153,0.24581,0.99,0.0,0.0,,,-0.01,0.00906,-0.00193,-0.0025,0.0,0.0
414,423936,-1.15224,375.0,0.0,0.0,1.099013,-0.001996,0.100756,0.00293,987,0.21373,0.20871,1.0,0.0,0.0,,,-0.01,0.01187,-0.00151,-0.00322,0.0,0.0
415,424960,-0.02537,375.0,0.0,0.0,1.147339,-0.001901,0.067499,0.003324,999,0.20731,0.1988,1.0,0.0,0.0,,,-0.01,0.01201,-0.00144,4e-05,0.0,0.0
416,425984,-1.33666,375.0,0.0,0.0,1.119651,-0.00083,0.079598,0.001611,1002,0.2221,0.21708,1.0,0.0,0.0,,,-0.01,0.00994,-0.0016,-0.00211,0.0,0.0
417,427008,-0.73369,375.0,0.0,0.0,1.078116,-0.003083,0.085437,0.003493,983,0.20578,0.20006,1.0,0.0,0.0,,,-0.01,0.00898,-0.00139,-0.00496,0.0,0.0
418,428032,-1.14177,375.0,0.0,0.0,1.152772,-0.000293,0.082554,0.002312,981,0.25474,0.24526,1.0,0.0,0.0,,,-0.01,0.00627,-0.00187,-0.00454,0.0,0.0
419,429056,-3.82563,375.0,0.0,0.0,1.072334,-0.001921,0.082407,0.003555,979,0.22782,0.22238,1.0,0.0,0.0,,,-0.01,0.0024,-0.00168,-0.00529,0.0,0.0
420,430080,-7.54115,375.0,0.0,0.0,1.114552,-0.001358,0.092166,0.002306,964,0.18401,0.17564,1.0,0.0,0.0,,,-0.01,0.00353,-0.00123,-0.00462,0.0,0.0
421,431104,-2.01644,375.0,0.0,0.0,1.132497,-0.001093,0.052722,0.002343,986,0.18108,0.17118,1.0,0.0,0.0,,,-0.01,0.00648,-0.00123,3e-05,0.0,0.0
422,432128,-3.58145,375.0,0.0,0.0,1.182503,-0.002225,0.051886,0.002756,962,0.17885,0.1695,1.0,0.0,0.0,,,-0.01,0.00425,-0.00123,-0.00107,0.0,0.0
423,433152,-2.35658,375.0,0.0,0.0,1.237505,-0.002686,0.035306,0.003745,942,0.17704,0.16197,1.0,0.0,0.0,,,-0.01,0.00298,-0.00125,-0.00012,0.0,0.0
424,434176,-4.00036,375.0,0.0,0.0,1.139636,-0.000858,0.031582,0.002015,962,0.15583,0.14342,1.0,0.0,0.0,,,-0.01,0.00335,-0.00125,0.00098,0.0,0.0
425,435200,-3.22259,375.0,0.0,0.0,1.101024,-0.001986,0.036178,0.002794,955,0.13839,0.12905,1.0,0.0,0.0,,,-0.01,0.00379,-0.00089,0.0014,0.0,0.0
426,436224,-1.67574,375.0,0.0,0.0,1.136727,-0.003049,0.041236,0.003597,954,0.11244,0.10338,1.0,0.0,0.0,,,-0.01,0.00335,-0.00045,-0.00165,0.0,0.0
427,437248,-2.94521,375.0,0.0,0.0,1.100645,-0.005804,0.015757,0.005198,954,0.1017,0.09389,1.0,0.0,0.0,,,-0.01,0.00323,-0.00041,0.00292,0.0,0.0
428,438272,-2.21537,375.0,0.0,0.0,1.148539,-0.002354,0.023393,0.003627,947,0.09459,0.08984,1.0,0.0,0.0,,,-0.01,0.00338,-0.00051,0.00168,0.0,0.0
429,439296,-2.98178,375.0,0.0,0.0,1.205386,-0.003035,0.058934,0.004708,924,0.09682,0.08384,1.0,0.0,0.0,,,-0.01,0.00543,-0.00041,-0.00062,0.0,0.0
430,440320,-1.99447,375.0,0.0,0.0,1.241703,-0.003886,0.044445,0.005979,929,0.10198,0.0957,1.0,0.0,0.0,,,-0.01,0.00526,-0.00054,0.00183,0.0,0.0
431,441344,-1.24919,375.0,0.0,0.0,1.277338,-0.004013,0.030308,0.004973,911,0.11286,0.09989,1.0,0.0,0.0,,,-0.01,0.00385,-0.00065,0.00187,0.0,0.0
432,442368,-2.55461,375.0,0.0,0.0,1.394408,-0.00584,0.020921,0.007452,909,0.09235,0.07199,1.0,0.0,0.0,,,-0.01,0.00312,-0.00028,0.00102,0.0,0.0
433,443392,-1.91472,375.0,0.0,0.0,1.39774,-0.005456,0.023874,0.006272,904,0.10491,0.0897,1.0,0.0,0.0,,,-0.01,0.00406,-0.0005,0.00192,0.00014,0.0
434,444416,-2.18014,375.0,0.0,0.0,1.448532,-0.001922,0.031567,0.007472,881,0.10045,0.08119,1.0,0.0,0.0,,,-0.01,0.00433,-0.00029,0.00072,0.0,0.0
435,445440,-2.11614,375.0,0.0,0.0,1.507852,-0.004435,0.044476,0.008485,876,0.08496,0.0579,1.0,0.0,0.0,,,-0.01,0.00374,4e-05,0.00041,0.0,0.0
436,446464,-1.91592,375.0,0.0,0.0,1.446711,-0.002661,0.038005,0.006965,866,0.08412,0.06682,1.0,0.0,0.0,,,-0.01,0.00508,-0.00037,0.00153,0.0,0.0
437,447488,-1.84618,375.0,0.0,0.0,1.429809,-0.002925,0.050481,0.007647,872,0.08008,0.06766,1.0,0.0,0.0,,,-0.01,0.00352,-0.00021,0.00034,0.0,0.0
438,448512,-2.09594,375.0,0.0,0.0,1.445386,-0.003877,0.022889,0.007476,869,0.0671,0.04925,1.0,0.0,0.0,,,-0.01,0.00448,-4e-05,0.00079,0.0,0.0
439,449536,-1.6692,375.0,0.0,0.0,1.374921,-0.003071,0.088616,0.005355,891,0.07248,0.06178,1.0,0.0,0.0,,,-0.01,0.00377,-0.0002,0.00205,-0.00098,0.0
440,450560,-2.28745,375.0,0.0,0.0,1.399343,-0.018353,0.055644,0.003938,876,0.08297,0.07442,1.0,0.0,0.0,,,-0.01,0.00337,-0.00033,0.00046,0.0,0.0
441,451584,-2.04683,375.0,0.0,0.0,1.438182,-0.003481,0.03832,0.007191,896,0.07645,0.05901,1.0,0.0,0.0,,,-0.01,0.00391,-5e-05,-0.00095,0.0,0.0
442,452608,-1.7465,375.0,0.0,0.0,1.383561,-0.005553,0.047545,0.006719,914,0.08133,0.07338,1.0,0.0,0.0,,,-0.01,0.00426,-0.00027,0.00166,0.0,0.0
443,453632,-2.3181,375.0,0.0,0.0,1.387565,-0.002721,0.026901,0.003177,900,0.09794,0.08664,1.0,0.0,0.0,,,-0.01,0.00338,-0.00045,0.0009,0.0,0.0
444,454656,-2.69013,375.0,0.0,0.0,1.447694,-0.003252,0.018729,0.005676,895,0.08873,0.07673,1.0,0.0,0.0,,,-0.01,0.00345,-0.00044,0.00191,0.0,0.0
445,455680,-2.15287,375.0,0.0,0.0,1.443109,-0.001946,0.022469,0.001419,900,0.10268,0.09724,1.0,0.0,0.0,,,-0.01,0.00382,-0.00088,0.00199,0.0,0.0
446,456704,-1.76264,375.0,0.0,0.0,1.489591,-0.003576,0.044457,0.007691,877,0.08761,0.07715,1.0,0.0,0.0,,,-0.01,0.00453,-0.00048,-0.0004,0.00029,0.0
447,457728,-1.55424,375.0,0.0,0.0,1.55014,-0.003581,0.054073,0.005722,895,0.10273,0.08498,1.0,0.0,0.0,,,-0.01,0.00452,-0.00076,-0.00011,-0.00021,0.0
448,458752,-2.16154,375.0,0.0,0.0,1.537921,0.003003,0.078333,0.006212,885,0.12538,0.11448,1.0,0.0,0.0,,,-0.01,0.00397,-0.00121,-0.00033,-0.0002,0.0
449,459776,-3.81098,375.0,0.0,0.0,1.529057,-0.025852,0.217462,0.002194,882,0.12559,0.11643,1.0,0.0,0.0,,,-0.01,0.0042,-0.0012,-0.00087,-0.00142,0.0
450,460800,-2.33059,375.0,0.0,0.0,1.478071,-0.00423,0.048709,0.004853,922,0.12044,0.10908,1.0,1.0,0.0,,,-0.01,0.00482,-0.00104,0.00223,-5e-05,0.0
451,461824,-2.18839,375.0,0.0,0.0,1.460244,0.019898,0.058022,0.004497,916,0.09452,0.08936,1.0,0.0,0.0,,,-0.01,0.00501,-0.00071,0.00149,-0.00026,0.0
452,462848,-1.46219,375.0,0.0,0.0,1.466411,-0.004384,0.025977,0.006246,906,0.07643,0.07419,1.0,0.25,0.0,,,-0.01,0.00376,-0.00027,-0.00014,0.0,0.0
453,463872,-1.33973,375.0,0.0,0.0,1.397469,-0.003755,0.019846,0.005995,881,0.07324,0.06641,1.0,0.0,0.0,,,-0.01,0.00545,-0.00023,0.00174,0.0,0.0
454,464896,-1.4934,375.0,0.0,0.0,1.347379,-0.002313,0.014571,0.003952,887,0.06445,0.06069,1.0,0.0,0.0,,,-0.01,0.00616,-0.00012,0.00236,0.0,0.0
455,465920,-1.50965,375.0,0.0,0.0,1.368851,-0.034007,0.057655,0.00534,921,0.06593,0.06094,1.0,0.0,0.0,,,-0.01,0.00559,-4e-05,0.00047,-0.00102,0.0
456,466944,-1.2514,375.0,0.0,0.0,1.285824,-0.050751,0.025943,0.006523,959,0.07315,0.0663,1.0,0.0,0.0,,,-0.01,0.00587,-0.00032,0.00236,-0.00013,0.0
457,467968,-0.50273,375.0,0.0,0.0,1.350041,-0.001552,0.11523,0.003342,929,0.07659,0.07277,1.0,0.5,0.0,,,-0.01,0.00629,-0.00028,0.00136,0.00057,0.0
458,468992,-0.90104,375.0,0.0,0.0,1.403401,-0.001961,0.05696,0.004047,914,0.08667,0.07709,1.0,0.0,0.0,,,-0.01,0.00439,-0.00038,0.00023,8e-05,0.0
459,470016,-1.1967,375.0,0.0,0.0,1.376239,-0.003324,0.02472,0.006538,918,0.0805,0.06836,1.0,0.0,0.0,,,-0.01,0.00658,-0.00023,0.00211,0.0,0.0
460,471040,-1.59444,375.0,0.0,0.0,1.377444,0.001652,0.050637,0.005623,931,0.05619,0.05346,1.0,0.33333,0.0,,,-0.01,0.00589,-0.0001,0.00263,-0.00063,0.0
461,472064,-1.23238,375.0,0.0,0.0,1.512125,-0.002793,0.017452,0.004002,915,0.06864,0.06264,1.0,0.0,0.0,,,-0.01,0.00469,-0.00015,0.00136,0.0,0.0
462,473088,-0.94172,375.0,0.0,0.0,1.479515,-0.004603,0.015449,0.005416,918,0.08008,0.07575,1.0,0.0,0.0,,,-0.01,0.00501,-0.00053,0.00266,0.0,0.0
463,474112,-1.2367,375.0,0.0,0.0,1.528997,-0.001338,0.025773,0.002749,903,0.07436,0.06934,1.0,0.0,0.0,,,-0.01,0.00596,-0.00023,0.0021,0.0,0.0
464,475136,-0.95273,375.0,0.0,0.0,1.554771,-0.004699,0.019195,0.006714,906,0.06557,0.05636,1.0,0.0,0.0,,,-0.01,0.00531,-2e-05,0.00104,0.0,0.0
465,476160,-1.05682,375.0,0.0,0.0,1.520437,-0.003792,0.048454,0.007672,904,0.07229,0.07018,1.0,0.0,0.0,,,-0.01,0.00624,-0.00035,0.00112,-0.00068,0.0
466,477184,-0.86935,375.0,0.0,0.0,1.503028,-0.032605,0.018905,0.003586,915,0.08086,0.07776,1.0,0.0,0.0,,,-0.01,0.00479,-0.00035,0.00201,0.00054,0.0
467,478208,-1.93743,375.0,0.0,0.0,1.555638,-0.003645,0.020375,0.005548,896,0.06577,0.06256,1.0,0.0,0.0,,,-0.01,0.00547,-0.00013,0.00164,-0.00036,0.0
468,479232,-0.71407,375.0,0.0,0.0,1.511123,-0.004272,0.018665,0.004615,937,0.05838,0.05653,1.0,0.0,0.0,,,-0.01,0.00618,-8e-05,0.00197,0.00013,0.0
469,480256,-1.01855,375.0,0.0,0.0,1.487055,-0.000637,0.06519,0.004602,927,0.05156,0.04942,1.0,0.66667,0.0,,,-0.01,0.00637,6e-05,0.00259,-0.0018,0.0
470,481280,-1.02519,375.0,0.0,0.0,1.545635,-0.003872,0.021051,0.007627,898,0.05649,0.04802,1.0,0.33333,0.0,,,-0.01,0.0056,3e-05,0.00203,0.00059,0.0
471,482304,-0.79954,375.0,0.0,0.0,1.491186,-0.005092,0.012811,0.005666,893,0.04255,0.03725,1.0,0.0,0.0,,,-0.01,0.00637,0.0001,0.00326,0.0,0.0
472,483328,-0.57973,375.0,0.0,0.0,1.561549,-0.002948,0.020544,0.007547,891,0.05431,0.05037,1.0,0.0,0.0,,,-0.01,0.00589,3e-05,0.00215,0.00039,0.0
473,484352,-0.40146,375.0,0.0,0.0,1.584847,-0.047949,0.025714,0.006811,949,0.0445,0.04134,1.0,0.0,0.0,,,-0.01,0.00616,0.00015,0.00151,-6e-05,0.0
474,485376,0.13775,375.0,0.0,0.0,1.546116,-0.001478,0.04195,0.004219,917,0.03671,0.03569,1.0,0.0,0.0,,,-0.01,0.00663,0.00011,0.00158,0.00045,0.0
475,486400,-0.30544,375.0,0.0,0.0,1.541092,-0.002419,0.058389,0.004513,888,0.03427,0.03327,1.0,0.0,0.0,,,-0.01,0.00707,0.00022,0.00096,0.00168,0.0
476,487424,-2.57467,375.0,0.0,0.0,1.597612,-0.002882,0.098615,0.005498,930,0.03463,0.03448,1.0,0.0,0.0,,,-0.01,0.00692,0.00025,-0.00026,-0.0024,0.0
477,488448,0.6137,375.0,0.0,0.0,1.595405,-0.003403,0.064507,0.004314,989,0.04292,0.04047,1.0,0.0,0.0,,,-0.01,0.00877,0.0002,0.00097,-0.00092,0.0
478,489472,-0.40331,375.0,0.0,0.0,1.613604,0.115182,0.041876,0.007384,999,0.05035,0.04374,1.0,0.5,0.0,,,-0.01,0.00686,0.00016,0.00188,0.00054,0.0
479,490496,-3.19616,375.0,0.0,0.0,1.58253,-0.005083,0.048587,0.008004,897,0.04089,0.03381,1.0,0.0,0.0,,,-0.01,0.00898,0.00023,0.00086,0.00153,0.0
480,491520,1.19661,375.0,0.0,0.0,1.52645,-0.003905,0.162183,0.00417,863,0.04669,0.04496,1.0,0.0,0.0,,,-0.01,0.01065,6e-05,0.00049,0.00032,0.0
481,492544,25.19977,373.75,0.5,0.02,1.51255,0.033471,16.007571,0.006076,881,0.04562,0.04444,0.98,0.5,0.0,,,-0.01,0.00998,2e-05,0.00146,-0.0005,0.0986
482,493568,14.78012,326.66667,0.33333,0.03,1.532807,0.008515,8.554769,0.001928,926,0.04552,0.04536,0.97,0.33333,0.0,,,-0.01,0.00761,7e-05,0.00184,0.00056,0.05028
483,494592,24.62889,292.5,0.5,0.04,1.480346,-0.000531,14.095807,0.002311,1055,0.05735,0.06013,0.96,1.0,0.0,,,-0.01,0.00971,-0.00022,0.00074,-0.00136,0.0548
484,495616,34.69163,351.8,0.6,0.07,1.475011,0.066444,29.173347,0.004506,1029,0.05554,0.05973,0.93,0.2,0.0,,,-0.01,0.00616,-0.00013,-0.0081,-0.00049,0.18305
485,496640,29.04169,287.0,0.5,0.08,1.432493,-0.10842,22.907441,0.001388,985,0.06717,0.06927,0.92,0.5,0.0,,,-0.01,0.00423,-0.00041,-0.01197,-0.00062,0.07086
486,497664,24.8908,375.0,0.5,0.09,1.430831,0.002799,5.361833,0.003835,1060,0.08847,0.09362,0.91,0.5,1.0,,,-0.01,0.00394,-0.00069,-0.01444,-0.00259,0.05631
487,498688,-9.23826,375.0,0.0,0.09,1.440476,-0.052066,0.976925,0.000503,1065,0.07124,0.07446,0.91,0.6,0.0,,,-0.01,0.00348,-0.00031,-0.02241,-0.00234,0.0
488,499712,28.49428,325.0,1.0,0.1,1.431691,-0.622977,24.216441,0.002059,1090,0.0765,0.07808,0.9,1.0,0.0,,,-0.01,0.00306,-0.00052,-0.02744,-0.00017,0.03958
489,500736,31.39296,331.25,0.75,0.13,1.44674,0.002373,21.328496,0.004672,1064,0.09403,0.1,0.87,0.5,0.5,,,-0.01,0.00467,-0.00068,-0.02634,-0.00316,0.17878
490,501760,11.96266,366.0,0.5,0.15,1.432138,-0.01744,2.162329,0.003235,992,0.06626,0.06955,0.85,1.0,1.0,,,-0.01,0.0036,-0.00049,-0.0224,-0.00093,0.10041
