iteration,env_steps,ep_return,ep_length,success_rate,success_rate_rolling,entropy,policy_loss,value_loss,approx_kl,sps,tx_per_agent_step,messages_per_agent_step,timeout_rate_rolling,human_death_rate,false_complete_rate,cover_under_threat,objective_dist_under_threat,comp_time,comp_compliance,comp_report,comp_command,comp_combat,comp_terminal
324,331776,40.78326,173.14286,0.85714,0.93,1.689969,-0.028343,16.284249,0.005804,1400,0.19958,0.23385,0.0,0.42857,0.63158,,,-0.01,0.01243,-0.00097,-0.01412,-0.00458,0.32307
325,332800,45.29612,160.0,1.0,0.93,1.714946,-0.112026,31.025732,0.004233,1486,0.22177,0.25989,0.0,0.2,0.72222,,,-0.01,0.01588,-0.0027,-0.01431,-0.00393,0.26968
326,333824,42.08176,166.83333,0.83333,0.93,1.677952,-0.038982,20.520959,0.00453,1395,0.20175,0.23057,0.0,0.33333,0.82609,,,-0.01,0.01171,-0.00219,-0.0149,-0.00238,0.27669
327,334848,35.88445,185.4,1.0,0.93,1.692823,-0.000689,17.228776,0.001822,1524,0.1871,0.22448,0.0,0.6,0.80952,,,-0.01,0.01369,-0.00224,-0.01308,-0.00405,0.22689
328,335872,44.22277,203.0,1.0,0.93,1.741308,0.068861,17.017456,0.004259,1451,0.18692,0.21995,0.0,0.5,0.875,,,-0.01,0.01234,-0.002,-0.01449,-0.00302,0.3184
329,336896,56.90121,176.5,1.0,0.93,1.684536,-0.067047,12.81639,0.004618,1340,0.18275,0.21521,0.0,0.16667,0.7931,,,-0.01,0.0133,-0.00228,-0.01336,0.00108,0.36637
330,337920,57.97894,151.875,1.0,0.93,1.664868,-0.000898,17.7151,0.001773,1348,0.177,0.20743,0.0,0.125,0.87879,,,-0.01,0.01459,-0.00198,-0.01361,-0.00069,0.48836
331,338944,50.22367,149.83333,1.0,0.94,1.606075,-0.031605,14.356428,0.003376,1506,0.19368,0.23045,0.0,0.33333,0.68182,,,-0.01,0.01385,-0.00096,-0.01427,-0.00081,0.35198
332,339968,52.06934,148.14286,1.0,0.94,1.582442,0.027834,19.053007,0.003321,1390,0.18686,0.2124,0.0,0.0,0.82143,,,-0.01,0.01264,-0.00254,-0.01502,0.00045,0.39678
333,340992,32.2648,205.0,0.75,0.93,1.532216,0.001181,25.495996,0.003121,1468,0.18953,0.22484,0.01,0.0,0.8125,,,-0.01,0.01137,-0.00246,-0.0151,-0.00259,0.15296
334,342016,46.47656,175.6,1.0,0.93,1.508568,0.099951,14.980747,0.00365,1469,0.20167,0.23027,0.01,0.2,0.81481,,,-0.01,0.01229,-0.00291,-0.01587,-0.0025,0.27803
335,343040,30.44812,199.0,0.85714,0.92,1.583041,-0.001151,11.921091,0.002716,1501,0.19634,0.22874,0.02,0.14286,0.8,,,-0.01,0.0126,-0.00195,-0.01987,-0.00172,0.26929
336,344064,56.0817,140.8,1.0,0.92,1.600441,0.000519,12.107036,0.002651,1411,0.19582,0.22864,0.02,0.0,0.8,,,-0.01,0.01324,-0.00344,-0.01595,-0.00057,0.31434
337,345088,43.6079,169.85714,1.0,0.94,1.552764,0.000439,15.594621,0.003056,1530,0.19396,0.22921,0.02,0.42857,0.76667,,,-0.01,0.01237,-0.00196,-0.01624,-0.0027,0.38471
338,346112,31.41795,251.0,0.66667,0.93,1.61409,-0.000134,9.214995,0.002264,1384,0.19459,0.22898,0.03,0.33333,0.83333,,,-0.01,0.00796,-0.00201,-0.01518,-0.00187,0.11014
339,347136,49.88927,212.5,1.0,0.94,1.599033,-0.000531,21.990851,0.002042,1445,0.17781,0.21131,0.03,0.25,0.76923,,,-0.01,0.01013,-0.00105,-0.01506,-0.00102,0.22461
340,348160,27.57536,251.2,0.6,0.93,1.672034,0.076375,12.113207,0.003302,1425,0.16193,0.1968,0.04,0.4,0.8,,,-0.01,0.00957,-0.00099,-0.01339,-0.00011,0.17045
341,349184,60.55039,192.28571,1.0,0.94,1.585464,0.174635,27.179811,0.002354,1502,0.15474,0.1899,0.04,0.0,0.72727,,,-0.01,0.01272,-0.00053,-0.01445,-0.00122,0.47927
342,350208,39.18295,190.5,1.0,0.94,1.566454,-0.002545,18.941658,0.00388,1540,0.14295,0.17488,0.04,0.25,0.75,,,-0.01,0.0104,-0.00151,-0.01306,-0.00093,0.19461
343,351232,55.77927,152.88889,1.0,0.95,1.563562,0.094745,43.951202,0.005942,1548,0.1319,0.16785,0.04,0.11111,0.84091,,,-0.01,0.01517,-0.00259,-0.01647,-0.00221,0.60272
344,352256,41.4114,134.16667,0.83333,0.94,1.51914,0.001798,21.100193,0.003408,1720,0.13606,0.17616,0.04,0.33333,0.86667,,,-0.01,0.01093,-0.00305,-0.01753,-0.00242,0.33652
345,353280,45.88399,157.375,0.875,0.93,1.514808,-0.096315,20.809456,0.001652,1455,0.13499,0.17123,0.05,0.0,0.86,,,-0.01,0.01321,-0.00241,-0.01351,0.00068,0.41853
346,354304,58.55197,111.75,1.0,0.93,1.469316,-0.001682,12.694509,0.002936,1415,0.13429,0.17411,0.05,0.25,0.79545,,,-0.01,0.01155,-0.00198,-0.01526,-0.00021,0.50715
347,355328,54.45677,123.57143,1.0,0.93,1.485584,-0.001335,22.138813,0.004426,1466,0.1521,0.19327,0.05,0.42857,0.85714,,,-0.01,0.01306,-0.00278,-0.01667,-0.0021,0.4242
348,356352,46.22521,167.85714,0.85714,0.92,1.528118,-0.00103,9.730673,0.002417,1404,0.18294,0.2135,0.06,0.28571,0.83721,,,-0.01,0.01152,-0.00159,-0.01839,0.0003,0.35539
349,357376,63.6728,136.16667,1.0,0.93,1.541114,0.030589,12.375834,0.004548,1442,0.18973,0.22736,0.05,0.0,0.76923,,,-0.01,0.0131,-0.00131,-0.01605,0.001,0.42261
350,358400,48.00424,162.57143,0.85714,0.92,1.446297,0.032133,16.80925,0.009704,1536,0.19844,0.23765,0.06,0.28571,0.84211,,,-0.01,0.01364,-0.00306,-0.01583,-0.00054,0.39427
351,359424,47.27059,149.1,0.9,0.92,1.444617,0.057272,39.157624,0.002999,1402,0.13515,0.17309,0.06,0.3,0.84483,,,-0.01,0.01281,-0.00294,-0.01491,-0.0008,0.52482
352,360448,55.85691,131.57143,1.0,0.92,1.52695,-0.000742,19.688916,0.003739,1411,0.14716,0.18762,0.06,0.28571,0.84615,,,-0.01,0.01296,-0.00307,-0.01299,-0.00133,0.42293
353,361472,53.01281,145.5,1.0,0.93,1.537688,-0.001109,21.034787,0.002433,1608,0.16467,0.20417,0.05,0.5,0.8,,,-0.01,0.01177,-0.00196,-0.01532,-0.00249,0.26306
354,362496,39.40458,213.0,0.83333,0.92,1.498421,-0.001513,19.258386,0.002039,1509,0.15746,0.19328,0.06,0.33333,0.80952,,,-0.01,0.01369,-0.00218,-0.01471,0.00062,0.28669
355,363520,55.17017,134.75,1.0,0.94,1.472261,-0.002502,14.241637,0.003411,1388,0.14438,0.16881,0.05,0.0,0.76923,,,-0.01,0.0124,-2e-05,-0.01487,-0.00027,0.46325
356,364544,58.85132,130.2,1.0,0.94,1.494318,-0.001445,11.614562,0.003077,1396,0.15261,0.18009,0.05,0.2,0.78947,,,-0.01,0.01216,-0.0022,-0.01638,0.00092,0.31198
357,365568,47.4603,171.25,0.875,0.93,1.5284,0.025926,11.624222,0.001766,1357,0.14337,0.17235,0.06,0.25,0.86364,,,-0.01,0.01418,-0.00128,-0.01512,0.00155,0.42342
358,366592,61.87654,130.375,1.0,0.94,1.523105,0.071983,15.341326,0.002929,1369,0.13399,0.16297,0.06,0.0,0.78947,,,-0.01,0.01592,-0.00097,-0.01699,0.00046,0.51787
359,367616,52.23882,128.77778,1.0,0.95,1.538738,-0.00134,20.479808,0.002667,1402,0.14106,0.17143,0.05,0.11111,0.78,,,-0.01,0.01463,-0.00099,-0.01501,-0.00121,0.50797
360,368640,57.86042,129.42857,1.0,0.95,1.554796,-0.0,15.866631,0.002095,1416,0.15313,0.1869,0.05,0.14286,0.7931,,,-0.01,0.01454,-0.00185,-0.01521,0.00161,0.43029
361,369664,58.14311,120.0,1.0,0.95,1.531283,0.039291,19.657642,0.002408,1369,0.15057,0.18126,0.05,0.125,0.77419,,,-0.01,0.01379,-0.00057,-0.01559,0.00131,0.48497
362,370688,61.58846,133.25,1.0,0.96,1.559896,-0.001097,12.278963,0.001136,1371,0.155,0.18199,0.04,0.0,0.80435,,,-0.01,0.01304,-0.0012,-0.01376,0.00192,0.50802
363,371712,57.22029,133.71429,1.0,0.96,1.516275,0.007635,14.082037,0.003923,1415,0.15534,0.19728,0.04,0.14286,0.82609,,,-0.01,0.01315,-0.00199,-0.01649,-0.00145,0.44155
364,372736,46.46872,166.71429,0.85714,0.97,1.559219,-0.001627,15.338871,0.001971,1469,0.15666,0.19662,0.03,0.42857,0.78261,,,-0.01,0.0147,-0.00167,-0.01844,-0.00074,0.38196
365,373760,58.92936,122.125,1.0,0.97,1.581874,-0.030965,17.92984,0.003864,1359,0.14736,0.1831,0.03,0.25,0.8,,,-0.01,0.01571,-0.00054,-0.01672,0.00034,0.49591
366,374784,61.66608,125.125,1.0,0.97,1.573335,0.00062,17.592042,0.004048,1392,0.1484,0.18955,0.03,0.25,0.88372,,,-0.01,0.01404,-0.00313,-0.01695,0.00069,0.51485
367,375808,60.88573,113.22222,1.0,0.98,1.530002,-0.001139,12.246384,0.003848,1397,0.15643,0.18918,0.02,0.33333,0.76923,,,-0.01,0.01526,0.00025,-0.01594,0.00126,0.57277
368,376832,61.35933,105.88889,1.0,0.98,1.580219,-0.090744,22.421924,0.006347,1488,0.17504,0.21074,0.02,0.22222,0.76667,,,-0.01,0.01577,-0.00149,-0.01748,-0.00138,0.64995
369,377856,48.82937,129.0,0.83333,0.97,1.554882,0.001484,19.335266,0.002562,1436,0.1809,0.21777,0.02,0.16667,0.90323,,,-0.01,0.01368,-0.00283,-0.01768,-0.00076,0.32112
370,378880,49.0671,150.1,0.9,0.97,1.571597,-0.002491,23.170714,0.005083,1420,0.16296,0.19726,0.02,0.1,0.7907,,,-0.01,0.01386,-0.0006,-0.02069,-0.00032,0.53155
371,379904,50.85195,127.625,1.0,0.97,1.584674,0.022965,22.564656,0.002809,1392,0.16483,0.19938,0.02,0.125,0.71429,,,-0.01,0.01496,-0.0001,-0.01822,-0.00234,0.45956
372,380928,54.32258,135.28571,1.0,0.97,1.594057,-0.001346,19.70726,0.001956,1425,0.20178,0.23821,0.02,0.14286,0.73913,,,-0.01,0.01464,-0.00099,-0.01702,-0.00118,0.4199
373,381952,53.17955,140.0,1.0,0.97,1.613062,-0.048001,25.746143,0.003385,1398,0.21057,0.24919,0.02,0.25,0.69565,,,-0.01,0.01504,-0.0007,-0.01764,-0.00086,0.45313
374,382976,58.29008,142.5,1.0,0.97,1.662377,-0.000741,17.954331,0.003875,1401,0.21783,0.25928,0.02,0.0,0.70588,,,-0.01,0.01275,-0.00174,-0.01805,-0.0018,0.24361
375,384000,41.07712,181.33333,1.0,0.97,1.683001,-0.00055,12.852785,0.001309,1497,0.23436,0.26781,0.02,0.66667,0.83333,,,-0.01,0.01468,-0.00136,-0.01601,-0.00138,0.29906
376,385024,53.62343,175.0,1.0,0.97,1.679074,-0.001635,11.173909,0.000911,1384,0.24051,0.27277,0.02,0.0,0.66667,,,-0.01,0.0129,-0.00109,-0.01549,-0.00082,0.3412
377,386048,62.0795,172.71429,1.0,0.97,1.670536,-0.045612,6.297051,0.003784,1344,0.25416,0.28661,0.02,0.42857,0.7,,,-0.01,0.01397,-0.00128,-0.01657,0.00095,0.44966
378,387072,45.05722,212.0,1.0,0.97,1.746509,0.000267,8.376825,0.002435,1450,0.2732,0.29818,0.02,0.0,0.66667,,,-0.01,0.01077,-0.00184,-0.0164,-0.00149,0.10643
379,388096,55.5776,223.33333,1.0,0.98,1.670468,-0.002835,7.561507,0.004258,1446,0.23461,0.26881,0.01,0.0,0.86364,,,-0.01,0.01275,-0.00198,-0.01953,0.00076,0.38416
380,389120,31.92977,246.0,0.66667,0.97,1.718096,-0.001217,12.699986,0.002417,1501,0.26161,0.27789,0.02,0.33333,0.71429,,,-0.01,0.01207,-0.00167,-0.01358,-0.00249,0.12049
381,390144,43.9877,235.66667,1.0,0.97,1.662012,-0.002058,12.633208,0.002842,1510,0.26284,0.28958,0.02,0.16667,0.86364,,,-0.01,0.01561,-0.00256,-0.01593,0.00045,0.32184
382,391168,49.09959,174.28571,1.0,0.97,1.608882,-0.038834,14.788915,0.003987,1431,0.25578,0.28263,0.02,0.14286,0.74074,,,-0.01,0.01779,-0.0012,-0.01371,-0.00366,0.38691
383,392192,53.78986,164.4,1.0,0.97,1.70296,0.000134,13.086432,0.007097,1457,0.25907,0.28987,0.02,0.0,0.75,,,-0.01,0.0135,-0.00154,-0.01653,-0.00156,0.30318
384,393216,44.48684,197.5,1.0,0.97,1.685924,-0.031837,8.165064,0.004931,1630,0.26283,0.27999,0.02,0.25,0.83333,,,-0.01,0.01232,-0.00286,-0.01295,-0.00244,0.22885
385,394240,44.05345,216.16667,1.0,0.97,1.631334,-0.000309,12.71703,0.00471,1438,0.24624,0.26848,0.02,0.16667,0.76,,,-0.01,0.01553,-0.0027,-0.01419,-0.00128,0.32043
386,395264,44.59389,193.6,0.8,0.97,1.591779,-0.00157,12.545815,0.003369,1366,0.23907,0.25422,0.03,0.4,0.93333,,,-0.01,0.01331,-0.0031,-0.01518,0.00023,0.24373
387,396288,59.38646,152.42857,1.0,0.98,1.596877,-0.038544,20.191678,0.002604,1369,0.22046,0.2365,0.02,0.0,0.84444,,,-0.01,0.0159,-0.00223,-0.01331,-0.00085,0.43661
388,397312,46.66968,151.125,1.0,0.98,1.641707,-0.027606,15.284798,0.004589,1427,0.22696,0.25055,0.02,0.375,0.85714,,,-0.01,0.01841,-0.00178,-0.01321,-0.00355,0.4246
389,398336,56.07969,146.57143,1.0,0.98,1.615921,0.000241,15.600686,0.002667,1379,0.23737,0.25767,0.02,0.28571,0.72727,,,-0.01,0.01705,-0.0014,-0.01464,-0.00115,0.41383
390,399360,51.06502,150.0,0.85714,0.97,1.612209,-0.11973,17.748218,0.002583,1338,0.2391,0.25996,0.02,0.28571,0.75,,,-0.01,0.0159,-0.00141,-0.01233,-0.00022,0.37544
391,400384,52.09192,148.33333,0.83333,0.96,1.553667,-0.014197,26.650187,0.002175,1441,0.23853,0.25307,0.02,0.33333,0.69231,,,-0.01,0.01502,-0.00095,-0.01192,-0.00372,0.33902
392,401408,52.1277,180.66667,1.0,0.96,1.581537,-0.0024,10.096841,0.00274,1407,0.21467,0.23621,0.02,0.5,0.82609,,,-0.01,0.01592,-0.00192,-0.01473,0.00131,0.34685
393,402432,60.19996,154.83333,1.0,0.96,1.583514,0.039437,18.624727,0.001593,1369,0.21836,0.22576,0.02,0.0,0.7619,,,-0.01,0.01805,-0.00331,-0.01223,-0.00078,0.38117
394,403456,54.86668,154.5,1.0,0.96,1.627428,0.080291,8.649,0.003618,1389,0.22312,0.23409,0.02,0.16667,0.77778,,,-0.01,0.01528,-0.0009,-0.01207,0.00045,0.34541
395,404480,57.24167,152.14286,1.0,0.96,1.644726,0.000135,5.095506,0.002896,1366,0.22665,0.22766,0.02,0.14286,0.78571,,,-0.01,0.01545,-0.00178,-0.01302,-0.00012,0.41317
396,405504,54.45422,187.2,1.0,0.97,1.635613,-0.001845,17.152992,0.005618,1406,0.22915,0.23965,0.01,0.2,0.86364,,,-0.01,0.0133,-0.00274,-0.01108,-0.00152,0.29228
397,406528,56.23809,198.5,1.0,0.97,1.647685,-0.015391,12.604121,0.003009,1361,0.22085,0.23873,0.01,0.5,0.77778,,,-0.01,0.01635,-0.00145,-0.01244,-4e-05,0.35451
398,407552,61.41393,160.0,1.0,0.97,1.612064,-0.021536,12.417124,0.004102,1402,0.20078,0.20959,0.01,0.16667,0.7,,,-0.01,0.01519,-0.001,-0.01182,-0.00343,0.39322
399,408576,45.12167,157.71429,0.85714,0.96,1.579734,-0.000597,8.947512,0.002305,1376,0.18472,0.19169,0.01,0.28571,0.80645,,,-0.01,0.01518,-0.00205,-0.01322,-9e-05,0.35495
400,409600,37.77886,162.25,0.875,0.95,1.503362,0.126787,67.053262,0.002944,1482,0.18298,0.20606,0.01,0.5,0.82857,,,-0.01,0.01837,-0.00254,-0.01295,-0.00747,0.36369
401,410624,49.77676,121.14286,0.85714,0.95,1.555275,-0.001681,21.5681,0.002757,1410,0.17807,0.19937,0.0,0.28571,0.78947,,,-0.01,0.01951,-0.00104,-0.01175,-0.00305,0.37501
402,411648,61.1748,122.0,1.0,0.95,1.551731,0.002943,13.997301,0.003398,1375,0.18693,0.2003,0.0,0.375,0.77273,,,-0.01,0.02074,-0.00101,-0.01246,-0.00085,0.52613
403,412672,60.73453,116.0,1.0,0.95,1.456524,-0.070705,17.623627,0.004651,1348,0.18694,0.20326,0.0,0.22222,0.71429,,,-0.01,0.01933,-0.00101,-0.01026,0.00099,0.5595
404,413696,63.74845,113.8,1.0,0.96,1.436097,-0.005359,15.635587,0.002958,1349,0.18256,0.20754,0.0,0.0,0.725,,,-0.01,0.02118,-0.00238,-0.01379,0.00038,0.65456
405,414720,64.40671,106.5,1.0,0.96,1.459132,-0.001264,25.617746,0.00359,1430,0.1814,0.19564,0.0,0.125,0.82857,,,-0.01,0.01668,-0.00155,-0.01455,-0.00184,0.56351
406,415744,56.80685,125.57143,1.0,0.97,1.469825,-0.075624,20.291764,0.004416,1449,0.1817,0.1998,0.0,0.14286,0.71429,,,-0.01,0.01701,-0.00136,-0.01087,-0.00085,0.46145
407,416768,42.61935,166.85714,0.71429,0.95,1.474536,-0.000674,16.485846,0.001982,1425,0.18501,0.19607,0.01,0.28571,0.76471,,,-0.01,0.0145,-0.00134,-0.01609,-0.00061,0.33551
408,417792,61.43463,133.83333,1.0,0.95,1.557526,0.023355,12.11631,0.004569,1489,0.19225,0.21146,0.01,0.33333,0.76,,,-0.01,0.01638,-0.00191,-0.01321,-0.00132,0.4239
409,418816,38.12663,171.875,0.75,0.93,1.54564,-0.105326,18.956836,0.008137,1430,0.16862,0.18256,0.02,0.5,0.81818,,,-0.01,0.01629,-0.00113,-0.01251,-0.0017,0.35263
410,419840,57.63445,128.0,1.0,0.93,1.514637,-0.001551,20.363065,0.004074,1399,0.20148,0.22142,0.02,0.0,0.72222,,,-0.01,0.01505,-0.00134,-0.01212,-0.00298,0.30913
411,420864,56.9101,158.57143,1.0,0.93,1.548008,0.001067,24.248347,0.002559,1493,0.19568,0.20721,0.02,0.28571,0.73684,,,-0.01,0.01826,-0.00115,-0.01026,0.00073,0.4553
412,421888,55.43161,147.22222,0.88889,0.93,1.51938,-0.001461,19.954639,0.002447,1442,0.17432,0.19808,0.03,0.22222,0.79487,,,-0.01,0.01926,-0.00157,-0.01311,-0.0002,0.55783
413,422912,50.91569,136.42857,1.0,0.94,1.507971,-0.079023,21.677427,0.005828,1444,0.19146,0.21528,0.03,0.57143,0.78571,,,-0.01,0.0159,-0.00166,-0.01386,-0.00418,0.39252
414,423936,52.73076,159.0,1.0,0.94,1.560595,0.010132,5.857482,0.003517,1601,0.22352,0.23312,0.03,0.0,0.85714,,,-0.01,0.00915,-0.00164,-0.01263,-0.00292,0.13076
415,424960,46.63393,250.0,0.8,0.94,1.505814,-0.100304,23.359174,0.005021,1619,0.21085,0.22057,0.04,0.0,0.75,,,-0.01,0.01288,-0.00181,-0.01212,0.00196,0.30823
416,425984,38.17465,255.75,0.75,0.93,1.445449,0.020679,8.005715,0.003271,1353,0.18283,0.18841,0.05,0.25,0.77778,,,-0.01,0.01065,-0.00146,-0.01075,-4e-05,0.16397
417,427008,51.90134,204.42857,1.0,0.93,1.446345,-0.000397,19.859572,0.004486,1483,0.17593,0.19275,0.05,0.0,0.8,,,-0.01,0.01686,-0.00224,-0.01015,-0.00178,0.4332
418,428032,56.92287,145.875,1.0,0.93,1.448564,-0.000583,24.865091,0.003255,1334,0.16446,0.1803,0.05,0.125,0.66667,,,-0.01,0.01802,-0.00076,-0.01027,-6e-05,0.46471
419,429056,58.39699,132.625,1.0,0.93,1.417658,9.4e-05,23.667899,0.001834,1320,0.17144,0.19612,0.05,0.25,0.76667,,,-0.01,0.01885,-0.00182,-0.01282,9e-05,0.48291
420,430080,67.81848,120.57143,1.0,0.93,1.427897,-0.011778,19.716578,0.004525,1424,0.16421,0.19261,0.05,0.0,0.85294,,,-0.01,0.01781,-0.00218,-0.0097,-0.00151,0.52815
421,431104,58.50779,129.28571,1.0,0.93,1.42107,-0.022257,9.674992,0.004781,1557,0.18422,0.20754,0.05,0.14286,0.66667,,,-0.01,0.01697,-0.00156,-0.01396,0.00104,0.47948
422,432128,47.28113,158.5,0.75,0.93,1.371818,-0.042665,23.373817,0.004593,1389,0.16368,0.19192,0.05,0.25,0.83333,,,-0.01,0.01729,-0.00252,-0.013,-0.00066,0.41789
423,433152,68.06105,116.75,1.0,0.93,1.395912,-0.00049,16.680256,0.001082,1374,0.16703,0.19879,0.05,0.25,0.81633,,,-0.01,0.01522,-0.00458,-0.01069,0.00104,0.56383
424,434176,51.45862,126.5,0.83333,0.93,1.415669,0.001352,21.984273,0.002967,1486,0.18575,0.21168,0.05,0.33333,0.71429,,,-0.01,0.01514,-0.00344,-0.00964,-0.00302,0.35733
425,435200,45.3196,173.0,0.875,0.93,1.454511,-0.017763,14.719919,0.001775,1407,0.17294,0.20121,0.05,0.25,0.94118,,,-0.01,0.01865,-0.00299,-0.01205,-0.0009,0.40226
426,436224,62.51136,125.625,1.0,0.93,1.473417,-0.00164,11.768372,0.002514,1339,0.16997,0.19271,0.05,0.25,0.77419,,,-0.01,0.01849,-0.00252,-0.01029,-0.00063,0.51487
427,437248,52.42118,138.42857,1.0,0.94,1.479107,-0.00103,15.954055,0.003315,1321,0.16874,0.18968,0.04,0.14286,0.77083,,,-0.01,0.01751,-0.00154,-0.00834,-0.00199,0.38917
428,438272,61.40785,140.66667,1.0,0.94,1.537151,0.048046,7.477086,0.003828,1362,0.16631,0.18114,0.04,0.16667,0.7,,,-0.01,0.01417,-0.00079,-0.01071,0.00107,0.37014
429,439296,63.7327,168.28571,1.0,0.95,1.464807,-0.018257,5.555933,0.004032,1341,0.16807,0.18902,0.03,0.14286,0.82222,,,-0.01,0.01625,-0.00285,-0.01389,0.00201,0.45312
430,440320,53.43286,153.0,1.0,0.96,1.457417,0.025913,22.286553,0.0052,1381,0.17183,0.1966,0.02,0.375,0.86207,,,-0.01,0.01718,-0.00337,-0.01064,-0.00251,0.46608
431,441344,58.8706,146.66667,1.0,0.96,1.511097,0.000164,17.916787,0.002311,1595,0.19722,0.2111,0.02,0.0,0.75,,,-0.01,0.01378,-0.00217,-0.00964,-0.00392,0.21527
432,442368,44.27741,188.16667,1.0,0.96,1.514004,-0.013802,12.228647,0.001237,1544,0.18105,0.17779,0.02,0.33333,0.7,,,-0.01,0.01599,-0.00121,-0.01162,-0.00021,0.33157
433,443392,46.73749,188.71429,0.85714,0.95,1.493806,-0.000946,13.437052,0.002037,1371,0.17313,0.18611,0.03,0.57143,0.68421,,,-0.01,0.01567,-0.00116,-0.01041,-0.00082,0.35644
434,444416,65.89046,141.125,1.0,0.95,1.453616,-0.07453,8.902037,0.002496,1265,0.17911,0.18876,0.03,0.0,0.75,,,-0.01,0.01735,-0.0017,-0.01093,0.00258,0.52634
435,445440,65.1589,144.71429,1.0,0.95,1.454253,-0.102997,21.833728,0.002914,1373,0.1809,0.19186,0.03,0.0,0.77273,,,-0.01,0.01807,-0.00141,-0.01005,0.00038,0.47535
436,446464,54.51607,140.66667,1.0,0.96,1.479757,-0.001867,18.621091,0.002436,1380,0.16466,0.16083,0.03,0.0,0.36364,,,-0.01,0.0159,-0.00025,-0.00769,-0.00031,0.3415
437,447488,60.76782,147.33333,1.0,0.97,1.496459,-0.004326,10.216306,0.005742,1452,0.1649,0.17087,0.02,0.11111,0.60714,,,-0.01,0.01785,-0.00029,-0.01063,0.00196,0.575
438,448512,68.16276,120.875,1.0,0.97,1.37096,0.045656,17.037394,0.003144,1313,0.15701,0.17418,0.02,0.0,0.81579,,,-0.01,0.01856,-0.00215,-0.00996,-0.00035,0.54674
439,449536,65.38579,121.83333,1.0,0.99,1.399167,-3.2e-05,19.859768,0.002052,1460,0.15276,0.16455,0.01,0.0,0.66667,,,-0.01,0.01593,-0.0013,-0.01102,0.00054,0.42785
440,450560,58.57083,123.5,1.0,0.99,1.404647,0.009939,23.262657,0.00091,1616,0.15368,0.17285,0.01,0.16667,0.70968,,,-0.01,0.01515,-0.00156,-0.0113,-0.00191,0.44443
441,451584,39.66225,190.0,0.85714,0.98,1.371405,-0.002834,24.770894,0.003047,1615,0.1635,0.18198,0.02,0.42857,0.70588,,,-0.01,0.01546,-0.00238,-0.01479,-0.00278,0.36356
442,452608,57.33157,143.0,0.85714,0.97,1.374184,-0.000256,17.118017,0.003052,1320,0.15991,0.17787,0.02,0.28571,0.75,,,-0.01,0.01538,-0.00155,-0.01395,0.0003,0.41671
443,453632,55.91246,146.875,1.0,0.97,1.379917,-0.002,22.498038,0.00185,1350,0.15597,0.1751,0.02,0.25,0.81481,,,-0.01,0.0165,-0.00216,-0.00941,-0.00166,0.47266
444,454656,55.14504,132.28571,1.0,0.97,1.38248,0.033217,22.068051,0.004114,1410,0.15401,0.17071,0.02,0.42857,0.67857,,,-0.01,0.01637,-0.00089,-0.011,-0.00276,0.42474
445,455680,49.18086,149.16667,0.83333,0.96,1.398841,0.003904,8.135323,0.003212,1380,0.15785,0.16748,0.02,0.16667,0.73333,,,-0.01,0.01488,-0.00125,-0.01122,0.00052,0.31207
446,456704,61.23916,164.57143,1.0,0.96,1.421101,-0.00155,21.343022,0.007666,1352,0.16654,0.17939,0.02,0.0,0.72727,,,-0.01,0.01586,-0.00142,-0.01118,-0.00089,0.44909
447,457728,46.67475,153.71429,0.85714,0.96,1.481619,-0.078981,13.947969,0.004473,1328,0.17119,0.17831,0.01,0.42857,0.7037,,,-0.01,0.01841,-0.00113,-0.00917,-0.00158,0.34337
448,458752,60.78106,163.5,1.0,0.96,1.417623,0.052046,20.97827,0.001111,1397,0.17962,0.19147,0.01,0.0,0.7,,,-0.01,0.01615,-0.00101,-0.00944,-0.00345,0.3889
449,459776,58.14114,165.0,1.0,0.96,1.497888,-0.000131,18.00796,0.001711,1673,0.19424,0.2127,0.01,0.5,0.8,,,-0.01,0.01648,-0.00245,-0.00953,-0.00327,0.30593
450,460800,21.66539,243.6,0.4,0.93,1.525,-0.000722,4.11503,0.001703,1532,0.17983,0.19633,0.03,0.6,0.625,,,-0.01,0.01032,-0.00106,-0.01069,-0.00081,0.13899
451,461824,60.86475,193.0,1.0,0.93,1.501039,-1.9e-05,16.857662,0.002702,1521,0.17702,0.19428,0.03,0.0,0.76923,,,-0.01,0.01495,-0.00208,-0.00873,-0.0029,0.35722
452,462848,39.27773,218.83333,0.83333,0.92,1.48442,-0.000323,22.625075,0.00143,1579,0.19415,0.21825,0.04,0.33333,0.73684,,,-0.01,0.01556,-0.00151,-0.01214,-0.00033,0.30589
453,463872,57.2504,154.28571,1.0,0.92,1.46417,-0.089164,19.613636,0.003244,1336,0.18236,0.19569,0.04,0.14286,0.75,,,-0.01,0.01737,-0.00226,-0.00883,0.00048,0.41793
454,464896,59.52571,134.75,1.0,0.92,1.468904,0.142048,27.700069,0.00422,1324,0.17696,0.19882,0.04,0.125,0.78788,,,-0.01,0.01695,-0.00206,-0.0128,-0.00087,0.49842
455,465920,53.41945,148.875,1.0,0.92,1.507577,-0.003182,17.258075,0.002709,1375,0.20294,0.22906,0.04,0.375,0.79412,,,-0.01,0.0172,-0.00284,-0.01183,-0.00206,0.475
